author	title	cover	nrOfHighlights	highlight
 by Cary Wolfe	What Is Posthumanism? (Posthumanities)	https://kindle.amazon.com/work/what-is-posthumanism-posthumanities-ebook/B002AGCFUK/B00440D5IQ	7	Bruno Latour's well-known assertion that "we have never been modern," his insistence that the fundamental mechanism of modernity "creates two entirely distinct ontological zones: that of human beings on the one hand; that of nonhumans on the other," even as it proliferates "hybrids of nature and culture."26
