author	title	cover	nrOfHighlights	highlight
 by Susan Schreibman, Ray Siemens, John Unsworth	A Companion to Digital Humanities (Blackwell Companions to Literature and Culture)	https://kindle.amazon.com/work/companion-humanities-companions-literature-ebook/B000SJT9AK/B000W23L8Y	3	Humanities computing is precisely the automation of every possible analysis of human expression (therefore, it is exquisitely a "humanistic" activity), in the widest sense of the word, from music to the theater, from design and painting to phonetics, but whose nucleus remains the discourse of written texts.
