Id,Label,title,Author,ASIN,SalesRank,Publisher,PublicationDate,ProductGroup,ProductTypeName,Language,ListPrice,FormattedPrice,CurrencyCode,TotalUsed,NumberOfPages,ISBN,image,HasReviews,seedNode,crawlDepth,Time Interval
n-bd2389e5de6bb94967a321e3708ce419,"Digital History: A Guide to Gathering, Preserving, and Presenting the Past on the Web by Daniel Cohen, Roy Rosenzweig","Digital History: A Guide to Gathering, Preserving, and Presenting the Past on the Web","Daniel Cohen, Roy Rosenzweig",0812219236,579753,University of Pennsylvania Press,2005-08-30,Book,ABIS_BOOK,English,2995,$29.95,USD,34,328,0812219236,http://ecx.images-amazon.com/images/I/517H0Y8KRNL._SL75_.jpg,false,,2,"<[1.1253528E12, 1.1253528E12]>"
n-7c99f484c97e160ecc6a8a4e8cc9f331,Atlas of the European Novel 1800-1900 by Franco Moretti,Atlas of the European Novel 1800-1900,Franco Moretti,1859842240,303031,Verso,1999-09-17,Book,ABIS_BOOK,English,2495,$24.95,USD,29,192,1859842240,http://ecx.images-amazon.com/images/I/51dOGwi0jAL._SL75_.jpg,false,,2,"<[9.375192E11, 9.375192E11]>"
n-1103edeee4b3351ecdc9dfac84dc55f2,The World Republic of Letters (Convergences: Inventories of the Present) by Pascale Casanova,The World Republic of Letters (Convergences: Inventories of the Present),Pascale Casanova,0674010213,428219,Harvard University Press,2007-04-30,Book,ABIS_BOOK,English,2350,$23.50,USD,19,440,0674010213,http://ecx.images-amazon.com/images/I/41uQB9VtepL._SL75_.jpg,false,,2,"<[1.177884E12, 1.177884E12]>"
n-c896e0e21cd18591e9c6506d48a7c318,"The Journey to the Western Islands Scotland and The Journal of a Tour to the Hebrides (Penguin English Library) by Samuel Johnson, James Boswell",The Journey to the Western Islands Scotland and The Journal of a Tour to the Hebrides (Penguin English Library),"Samuel Johnson, James Boswell",0140432213,90391,Penguin Classics,1984-09-04,Book,ABIS_BOOK,English,1800,$18.00,USD,46,429,0140432213,http://ecx.images-amazon.com/images/I/511yQ0zAq4L._SL75_.jpg,false,,2,"<[4.630968E11, 4.630968E11]>"
n-f78455eb08f22de6f5f0a6d2662eb1de,Open Access (MIT Press Essential Knowledge) by Peter Suber,Open Access (MIT Press Essential Knowledge),Peter Suber,0262517639,169992,The MIT Press,2012-07-20,Book,ABIS_BOOK,English,1295,$12.95,USD,20,256,0262517639,http://ecx.images-amazon.com/images/I/41kpLKRp3cL._SL75_.jpg,false,,2,"<[1.3427352E12, 1.3427352E12]>"
n-7b3c668e92391a5b0e3d911b2c6855d4,"Now You See It: How the Brain Science of Attention Will Transform the Way We Live, Work, and Learn by Cathy N. Davidson","Now You See It: How the Brain Science of Attention Will Transform the Way We Live, Work, and Learn",Cathy N. Davidson,0670022829,91889,Viking Adult,2011-08-18,Book,ABIS_BOOK,English,2795,$27.95,USD,65,352,0670022829,http://ecx.images-amazon.com/images/I/5172Mfkhk9L._SL75_.jpg,false,,2,"<[1.3136184E12, 1.3136184E12]>"
n-20c964f1f8fb47bcbfc0fa5e819ae27a,How to Design and Write Web Pages Today (Writing Today) by Karl Stolley,How to Design and Write Web Pages Today (Writing Today),Karl Stolley,0313380384,195894,Greenwood,2011-03-21,Book,ABIS_BOOK,English,3500,$35.00,USD,20,305,0313380384,http://ecx.images-amazon.com/images/I/51HpKXbZJxL._SL75_.jpg,false,,2,"<[1.300662E12, 1.300662E12]>"
n-622a23288ca4067f97a5d7f65c470b51,"A Critique of Modern Textual Criticism, Foreword by David C Greetham by Jerome J. McGann","A Critique of Modern Textual Criticism, Foreword by David C Greetham",Jerome J. McGann,0813914183,286056,University of Virginia Press,1992-01-01,Book,ABIS_BOOK,English,1500,$15.00,USD,21,146,0813914183,http://ecx.images-amazon.com/images/I/41HR53PW0HL._SL75_.jpg,,,2,"<[6.942204E11, 6.942204E11]>"
n-e97265fca1d674b1b514913d8c1513c8,SpecLab: Digital Aesthetics and Projects in Speculative Computing by Johanna Drucker,SpecLab: Digital Aesthetics and Projects in Speculative Computing,Johanna Drucker,0226165086,868265,University Of Chicago Press,2009-06-01,Book,ABIS_BOOK,English,2500,$25.00,USD,22,264,0226165086,http://ecx.images-amazon.com/images/I/41Bx7i4QXHL._SL75_.jpg,,,2,"<[1.2438072E12, 1.2438072E12]>"
n-e691870f2336cf3fe48f5deb0ca76e00,Textual Studies and the Common Reader: Essays on Editing Novels and Novelists by Alexander Pettit (ed),Textual Studies and the Common Reader: Essays on Editing Novels and Novelists,Alexander Pettit (ed),082032227X,843988,University of Georgia Press,2000-10-10,Book,ABIS_BOOK,English,2495,$24.95,USD,10,216,082032227X,http://ecx.images-amazon.com/images/I/510YPNSF67L._SL75_.jpg,,,2,"<[9.711288E11, 9.711288E11]>"
n-36d7507c785f36873199459754b113af,Hypertext 3.0: Critical Theory and New Media in an Era of Globalization (Parallax: Re-visions of Culture and Society) by George P. Landow,Hypertext 3.0: Critical Theory and New Media in an Era of Globalization (Parallax: Re-visions of Culture and Society),George P. Landow,0801882575,812267,The Johns Hopkins University Press,2006-01-03,Book,ABIS_BOOK,English,3200,$32.00,USD,31,456,0801882575,http://ecx.images-amazon.com/images/I/41%2B9uNg5BkL._SL75_.jpg,false,,2,"<[1.1362428E12, 1.1362428E12]>"
n-9fdfb1264fdb3ab74cfd52c35965777f,"New Media Poetics: Contexts, Technotexts, and Theories (Leonardo Book Series) by Adalaide Morris,Thomas Swiss (eds)","New Media Poetics: Contexts, Technotexts, and Theories (Leonardo Book Series)","Adalaide Morris,Thomas Swiss (eds)",0262513382,308198,The MIT Press,2009-09-18,Book,ABIS_BOOK,English,2095,$20.95,USD,16,440,0262513382,http://ecx.images-amazon.com/images/I/51lZ5nbC4vL._SL75_.jpg,false,,2,"<[1.2532248E12, 1.2532248E12]>"
n-5ca332f6115c096d86b3b79328117b3a,Cybertext: Perspectives on Ergodic Literature by Espen J. Aarseth,Cybertext: Perspectives on Ergodic Literature,Espen J. Aarseth,0801855799,488709,The Johns Hopkins University Press,1997-08-06,Book,ABIS_BOOK,English,2400,$24.00,USD,35,216,0801855799,http://ecx.images-amazon.com/images/I/41u-eH03TaL._SL75_.jpg,false,,2,"<[8.708184E11, 8.708184E11]>"
n-17de77e57b73175ba223e52b78daed58,"Amaranth Borsuk & Brad Bouse: Between Page and Screen by Amaranth Borsuk, Brad Bouse",Amaranth Borsuk & Brad Bouse: Between Page and Screen,"Amaranth Borsuk, Brad Bouse",0979956285,72377,Siglio,2012-04-30,Book,ABIS_BOOK,English,2495,$24.95,USD,1,44,0979956285,http://ecx.images-amazon.com/images/I/61MvfzfGfRL._SL75_.jpg,,,2,"<[1.3357368E12, 1.3357368E12]>"
n-b791ddd166612cd31be2bdd5e030116a,"Writing Machines (Mediaworks Pamphlets) by N. Katherine Hayles, Anne Burdick",Writing Machines (Mediaworks Pamphlets),"N. Katherine Hayles, Anne Burdick",0262582155,311973,The MIT Press,2002-11-15,Book,ABIS_BOOK,English,2395,$23.95,USD,44,224,0262582155,http://ecx.images-amazon.com/images/I/51GZWK6NMBL._SL75_.jpg,false,,2,"<[1.0373148E12, 1.0373148E12]>"
n-f415db6f92c7345d3705693a34358d50,Narrative across Media: The Languages of Storytelling (Frontiers of Narrative) by Marie-Laure Ryan (ed),Narrative across Media: The Languages of Storytelling (Frontiers of Narrative),Marie-Laure Ryan (ed),0803289936,189930,University of Nebraska Press,2004-06-01,Book,ABIS_BOOK,English,3500,$35.00,USD,30,422,0803289936,http://ecx.images-amazon.com/images/I/51qvUn-AFzL._SL75_.jpg,,,2,"<[1.0860408E12, 1.0860408E12]>"
n-d5d7ee9a93da04fe8b32ad9644c917fd,Convergence Culture: Where Old and New Media Collide by Henry Jenkins,Convergence Culture: Where Old and New Media Collide,Henry Jenkins,0814742955,6654,NYU Press,2008-09-01,Book,ABIS_BOOK,English,1995,$19.95,USD,90,336,0814742955,http://ecx.images-amazon.com/images/I/51ID3j1zJVL._SL75_.jpg,false,,2,"<[1.22022E12, 1.22022E12]>"
n-b5f4554ca1139406bbf19407c036b29e,Unoriginal Genius: Poetry by Other Means in the New Century by Marjorie Perloff,Unoriginal Genius: Poetry by Other Means in the New Century,Marjorie Perloff,0226660621,262540,University Of Chicago Press,2012-04-15,Book,ABIS_BOOK,English,1750,$17.50,USD,9,232,0226660621,http://ecx.images-amazon.com/images/I/41m6F7dqnFL._SL75_.jpg,false,,2,"<[1.3344408E12, 1.3344408E12]>"
n-132728610f51589508f20476bca14d49,"How to Lie with Maps (2nd Edition) by Mark Monmonier, H. J. de Blij",How to Lie with Maps (2nd Edition),"Mark Monmonier, H. J. de Blij",0226534219,11176,University Of Chicago Press,1996-05-01,Book,ABIS_BOOK,English,1900,$19.00,USD,52,207,0226534219,http://ecx.images-amazon.com/images/I/5146Y1ArnvL._SL75_.jpg,false,,2,"<[8.309016E11, 8.309016E11]>"
n-e6b7c6aacde7de08257daaf87dbfccd8,The Nature of Code: Simulating Natural Systems with Processing by Daniel Shiffman,The Nature of Code: Simulating Natural Systems with Processing,Daniel Shiffman,0985930802,16476,The Nature of Code,2012-12-13,Book,ABIS_BOOK,English,2995,$29.95,USD,1,520,0985930802,http://ecx.images-amazon.com/images/I/41CMjsHNB3L._SL75_.jpg,false,,2,"<[1.3553532E12, 1.3553532E12]>"
n-e3f16127c8177147f51cb552296a0644,"Generative Design: Visualize, Program, and Create with Processing by Hartmut Bohnacker, Benedikt Gross, Julia Laub","Generative Design: Visualize, Program, and Create with Processing","Hartmut Bohnacker, Benedikt Gross, Julia Laub",1616890770,26620,Princeton Architectural Press,2012-08-22,Book,ABIS_BOOK,English,10000,$100.00,USD,12,472,1616890770,http://ecx.images-amazon.com/images/I/51rnzUlAtcL._SL75_.jpg,false,,2,"<[1.3455864E12, 1.3455864E12]>"
n-ce2a7937e96bde1fd996a853a2d8cbee,The Future Was Here: The Commodore Amiga (Platform Studies) by Jimmy Maher,The Future Was Here: The Commodore Amiga (Platform Studies),Jimmy Maher,0262017202,274349,The MIT Press,2012-04-13,Book,ABIS_BOOK,English,2695,$26.95,USD,18,344,0262017202,http://ecx.images-amazon.com/images/I/51988x6RZBL._SL75_.jpg,false,,2,"<[1.334268E12, 1.334268E12]>"
n-61d31bf2fa2735b3ce4ca5e250f94ff8,"Racing the Beam: The Atari Video Computer System (Platform Studies) by Nick Montfort, Ian Bogost",Racing the Beam: The Atari Video Computer System (Platform Studies),"Nick Montfort, Ian Bogost",026201257X,259233,The MIT Press,2009-01-09,Book,ABIS_BOOK,English,2395,$23.95,USD,31,192,026201257X,http://ecx.images-amazon.com/images/I/51Q1kLwPj9L._SL75_.jpg,false,,2,"<[1.2314556E12, 1.2314556E12]>"
n-7f6fefca6a7f9b7031484d6c3fc9af23,026212176,,,,,,,,,,,,,,,,,,,,
n-a08ca67d948a2220c5fd9cd51b92f792,026251740,,,,,,,,,,,,,,,,,,,,
n-89de3221d61dd005f27aa506bd659f7b,Digital Humanities in Practice by Claire Warwick,Digital Humanities in Practice,Claire Warwick,1856047660,1936714,Facet Publishing,2012-07-30,Book,ABIS_BOOK,English,11500,$115.00,USD,4,192,1856047660,http://ecx.images-amazon.com/images/I/41PEFkn5QGL._SL75_.jpg,,false,,"<[1.3435992E12, 1.3435992E12]>"
